Precision,Recall,F1
0.7936,0.6537,0.6890
0.7358,0.6508,0.6667
0.6969,0.6381,0.6426
0.6613,0.6454,0.6238
0.6421,0.6382,0.6083
0.6319,0.6169,0.5861
0.7175,0.5253,0.5428
0.8503,0.4803,0.5136
0.8905,0.5046,0.5236
0.8413,0.6405,0.6362
