Precision,Recall,F1
0.5885,0.4160,0.4178
0.4953,0.4582,0.3957
0.4921,0.5129,0.3992
0.4844,0.5702,0.4046
0.4814,0.6370,0.4188
0.5232,0.6832,0.4589
0.7620,0.7074,0.6181
0.9106,0.7369,0.7409
0.9246,0.7344,0.7459
0.8734,0.7769,0.7620
