Precision,Recall,F1
0.7909,0.6684,0.6963
0.7199,0.6630,0.6673
0.6822,0.6538,0.6432
0.6481,0.6592,0.6237
0.6296,0.6555,0.6094
0.6187,0.6336,0.5877
0.7034,0.5387,0.5525
0.8254,0.4938,0.5175
0.8534,0.5059,0.5232
0.8058,0.6400,0.6353
