Precision,Recall,F1
0.5648,0.6052,0.5400
0.4912,0.6056,0.4882
0.4783,0.6525,0.4746
0.4615,0.7015,0.4631
0.4361,0.7461,0.4429
0.4494,0.7791,0.4507
0.5947,0.7546,0.5408
0.8122,0.7615,0.7186
0.9122,0.7197,0.7279
0.8599,0.7585,0.7400
