Precision,Recall,F1
0.8049,0.6778,0.7101
0.7342,0.6791,0.6817
0.6865,0.6663,0.6482
0.6484,0.6678,0.6224
0.6183,0.6618,0.5999
0.6013,0.6443,0.5775
0.6693,0.5396,0.5369
0.8164,0.5017,0.5216
0.8393,0.5180,0.5299
0.7892,0.6491,0.6303
