Precision,Recall,F1
0.7174,0.7729,0.7182
0.7191,0.7736,0.7239
0.6922,0.7718,0.7058
0.6660,0.7715,0.6844
0.6449,0.7523,0.6568
0.6338,0.7175,0.6290
0.6736,0.6020,0.5816
0.7813,0.5228,0.5480
0.8331,0.5119,0.5289
0.7837,0.6419,0.6317
