Precision,Recall,F1
0.5562,0.5089,0.4774
0.4666,0.5180,0.4288
0.4611,0.5609,0.4206
0.4592,0.6151,0.4242
0.4734,0.6716,0.4410
0.5124,0.7098,0.4699
0.7192,0.7197,0.6190
0.8935,0.7417,0.7540
0.9334,0.7366,0.7497
0.8679,0.7793,0.7562
