Precision,Recall,F1
0.6059,0.4519,0.4657
0.4945,0.4867,0.4310
0.4813,0.5499,0.4335
0.4798,0.5997,0.4380
0.4778,0.6522,0.4424
0.5018,0.6866,0.4546
0.7180,0.7018,0.5976
0.8860,0.7218,0.7203
0.9122,0.7197,0.7279
0.8599,0.7585,0.7400
