Precision,Recall,F1
0.5922,0.4935,0.4867
0.4934,0.5126,0.4400
0.4874,0.5434,0.4244
0.5036,0.6003,0.4404
0.5105,0.6704,0.4588
0.5337,0.7085,0.4833
0.7232,0.7201,0.6290
0.8879,0.7362,0.7470
0.9209,0.7286,0.7384
0.8571,0.7689,0.7494
