Precision,Recall,F1
0.5725,0.5587,0.5192
0.4894,0.5642,0.4709
0.4808,0.6123,0.4623
0.4723,0.6541,0.4536
0.4801,0.7213,0.4743
0.4990,0.7624,0.4962
0.7232,0.7512,0.6515
0.8754,0.7488,0.7539
0.9297,0.7094,0.7230
0.8606,0.7482,0.7287
