Precision,Recall,F1
0.7958,0.8507,0.8091
0.7592,0.8542,0.7868
0.7164,0.8465,0.7545
0.6760,0.8431,0.7224
0.6541,0.8284,0.7002
0.6398,0.7891,0.6728
0.6628,0.6697,0.6201
0.7455,0.5629,0.5738
0.8534,0.5059,0.5232
0.8058,0.6400,0.6353
