Precision,Recall,F1
0.7860,0.7248,0.7335
0.7396,0.7166,0.7091
0.7005,0.7106,0.6838
0.6630,0.7144,0.6616
0.6359,0.7048,0.6393
0.6203,0.6754,0.6128
0.6937,0.5687,0.5730
0.7990,0.5110,0.5329
0.8534,0.5059,0.5232
0.8058,0.6400,0.6353
