Precision,Recall,F1
0.5783,0.6009,0.5445
0.5076,0.6016,0.5000
0.4908,0.6493,0.4866
0.4808,0.7002,0.4820
0.4769,0.7511,0.4873
0.5033,0.7871,0.5117
0.7017,0.7633,0.6431
0.8664,0.7594,0.7564
0.9297,0.7094,0.7230
0.8606,0.7482,0.7287
