Precision,Recall,F1
0.5817,0.4421,0.4455
0.4755,0.4744,0.4082
0.4592,0.5377,0.4059
0.4665,0.5852,0.4158
0.4688,0.6367,0.4231
0.5166,0.6754,0.4535
0.7706,0.6902,0.6270
0.9125,0.7161,0.7363
0.9334,0.7366,0.7497
0.8679,0.7793,0.7562
