Precision,Recall,F1
0.7934,0.7479,0.7532
0.7451,0.7435,0.7244
0.6976,0.7397,0.6931
0.6547,0.7397,0.6622
0.6289,0.7278,0.6368
0.6100,0.6998,0.6074
0.6491,0.5729,0.5563
0.7791,0.5176,0.5351
0.8393,0.5180,0.5299
0.7892,0.6491,0.6303
