Precision,Recall,F1
0.6118,0.3812,0.3975
0.4985,0.4357,0.3837
0.4883,0.5103,0.4020
0.5001,0.5651,0.4233
0.4955,0.6263,0.4344
0.5342,0.6721,0.4677
0.7676,0.7023,0.6097
0.9260,0.7274,0.7413
0.9246,0.7344,0.7459
0.8734,0.7769,0.7620
