Precision,Recall,F1
0.7981,0.8089,0.7810
0.7593,0.8058,0.7592
0.7093,0.7990,0.7239
0.6731,0.8044,0.6978
0.6502,0.7881,0.6736
0.6350,0.7498,0.6447
0.6780,0.6384,0.5993
0.8122,0.5381,0.5573
0.8955,0.5105,0.5258
0.8527,0.6448,0.6344
