Precision,Recall,F1
0.7711,0.7298,0.7330
0.7273,0.7166,0.7044
0.6897,0.7133,0.6788
0.6608,0.7147,0.6564
0.6402,0.6986,0.6326
0.6249,0.6697,0.6038
0.6752,0.5585,0.5531
0.8041,0.5110,0.5352
0.8718,0.5138,0.5292
0.8221,0.6470,0.6373
