Precision,Recall,F1
0.5983,0.5094,0.5034
0.4939,0.5324,0.4572
0.4792,0.5802,0.4470
0.4788,0.6398,0.4558
0.4646,0.6909,0.4535
0.4979,0.7259,0.4837
0.7085,0.7246,0.6231
0.8675,0.7362,0.7371
0.9099,0.7206,0.7235
0.8502,0.7619,0.7349
